episode,score,smoothed_score,completion,smoothed_completion,travel_time,average_travel_time,normalized_deadlocks,eps_start,"action_probs-[B, L, F, R, S]",n_eval_episodes,eval_score,eval_completion,eval_travel_time,eval_deadlocks
100,-0.4232142857142857,-0.6799717267247347,0.0,0.058190260530593035,55,59.24,0.0,0.36603234127322926,[0.08631579 0.20631579 0.12421053 0.18105263 0.40210526],25,-0.501019218975745,0.0,60.96,0.0
200,-0.4915254237288136,-0.5240825226102229,0.0,0.04662014526585916,58,58.165,0.0,0.13397967485796175,[0.22641509 0.16415094 0.03396226 0.22075472 0.35471698],25,-0.47757464888356244,0.0,55.64,0.0
300,-0.29322033898305083,-0.44327850347268044,0.5,0.09221614673992191,58,58.78,0.0,0.04904089407128576,[0.03203661 0.05491991 0.01830664 0.87414188 0.02059497],25,-0.3190383442311603,0.268,57.72,0.0
400,-0.3690909090909091,-0.42096923497564215,0.3,0.1291309821085104,54,58.7375,0.0,0.017950553275045134,[0.20043573 0.02832244 0.12854031 0.63834423 0.0043573 ],25,-0.3370529624862247,0.4040000000000001,55.96,0.0
500,-0.6690909090909091,-0.3840724408198574,0.0,0.1888246843277031,54,58.794,0.0,0.01,[0.10993658 0.38689218 0.25158562 0.02959831 0.22198732],25,-0.4073279834763271,0.168,56.84,0.0
600,0.0,-0.34126764523445235,1.0,0.28433815167693555,49,58.66,0.0,0.01,[0.09414758 0.40966921 0.07124682 0.42239186 0.00254453],25,-0.3565032708674605,0.288,55.56,0.0
700,-0.3867924528301887,-0.29757724393273804,0.1,0.3694044264953327,52,58.395714285714284,0.0,0.01,[0.06882591 0.77530364 0.01012146 0.14574899 0.        ],25,-0.31838563510545803,0.34,57.8,0.0
800,-0.13584905660377358,-0.27222859504099217,0.7,0.4091622065011291,52,58.40375,0.0,0.01,[0.14447592 0.43909348 0.07082153 0.34560907 0.        ],25,-0.3269572580113266,0.236,57.52,0.0
900,-0.19230769230769232,-0.26511603185471033,0.6,0.4007321494541964,51,58.39888888888889,0.0,0.01,[0.35612536 0.05698006 0.0997151  0.3960114  0.09116809],25,-0.19904475413296885,0.54,63.12,0.0
1000,-0.009259259259259259,-0.23857819110825837,1.0,0.473990932595974,39,58.241,0.0,0.01,[0.13385827 0.59448819 0.09055118 0.18110236 0.        ],25,-0.21335663503127592,0.496,52.88,0.0
1100,-0.4096153846153846,-0.24879088536873836,0.2,0.45472406732833137,51,58.18727272727273,0.0,0.01,[0.24565757 0.64019851 0.01736973 0.02729529 0.06947891],25,-0.28982151076820306,0.35200000000000004,56.6,0.0
1200,-0.2109090909090909,-0.22789449779869725,0.5,0.507848267410063,54,58.053333333333335,0.0,0.01,[0.49497487 0.19849246 0.02763819 0.27638191 0.00251256],25,-0.1807508555592339,0.5760000000000001,59.24,0.0
1300,-0.36379310344827587,-0.20620295300027314,0.2,0.5426228567101039,57,57.94,0.0,0.01,[0.56389452 0.17241379 0.05476673 0.168357   0.04056795],25,-0.18662530471091268,0.584,55.12,0.0
1400,-0.29215686274509806,-0.20440814539949867,0.3,0.5343086946559552,50,57.857142857142854,0.0,0.01,[0.32668329 0.42394015 0.08478803 0.13715711 0.02743142],25,-0.3271091866029088,0.272,59.4,0.0
1500,0.0,-0.2062411492578207,1.0,0.5509589232585578,43,57.78333333333333,0.0,0.01,[0.15542522 0.31671554 0.14662757 0.38123167 0.        ],25,-0.19566612196938193,0.5479999999999999,55.4,0.0
1600,-0.4222222222222222,-0.2083579524017844,0.3,0.5441877978362232,62,57.678125,0.0,0.01,[0.29026217 0.37265918 0.04681648 0.29026217 0.        ],25,-0.23506794656349167,0.48400000000000004,62.04,0.0
1700,-0.43333333333333335,-0.2161652352972946,0.1,0.5254752906985193,50,57.55117647058824,0.0,0.01,[0.30410959 0.18630137 0.03835616 0.44657534 0.02465753],25,-0.22493707330178686,0.5,57.12,0.0
1800,-0.10344827586206896,-0.20439281530262482,0.8,0.5612281005557229,57,57.57833333333333,0.0,0.01,[0.07098765 0.4691358  0.16049383 0.18518519 0.11419753],25,-0.20808371618791466,0.56,52.8,0.0
1900,-0.02586206896551724,-0.19173381716098364,1.0,0.5837487202884025,57,57.39,0.0,0.01,[0.31518625 0.38108883 0.10028653 0.2034384  0.        ],25,-0.20375684964078158,0.6000000000000001,54.52,0.0
2000,-0.5347826086956522,-0.19528736466358462,0.0,0.5786312667537645,91,57.2945,0.0,0.01,[0.34883721 0.26614987 0.00258398 0.36950904 0.0129199 ],25,-0.3606458786527972,0.304,56.04,0.0
2100,-0.14339622641509434,-0.17602569539906798,0.7,0.626053976543159,52,57.145714285714284,0.0,0.01,[0.06179775 0.63483146 0.07865169 0.21067416 0.01404494],25,-0.16167369372776552,0.624,52.72,0.0
2200,-0.15714285714285714,-0.17364526591751064,0.5,0.6286918117408632,48,57.09045454545455,0.0,0.01,[0.06876791 0.60458453 0.1260745  0.19770774 0.00286533],25,-0.18057530773244768,0.604,56.84,0.0
2300,-0.005357142857142857,-0.1900819866086418,1.0,0.5815354505698781,55,57.02608695652174,0.0,0.01,[0.23510972 0.48902821 0.08777429 0.18181818 0.00626959],25,-0.21396929190386893,0.52,54.92,0.0
2400,-0.22033898305084745,-0.18938709503408535,0.4,0.5937501328223352,58,56.97291666666667,0.0,0.01,[0.09859155 0.83802817 0.01877934 0.04225352 0.00234742],25,-0.1895854140538623,0.5680000000000001,55.12,0.0
2500,0.0,-0.18602197443990573,1.0,0.5960425696524188,44,56.8932,0.0,0.01,[0.19292605 0.50160772 0.09967846 0.19614148 0.0096463 ],25,-0.17240787532929253,0.664,50.48,0.0
2600,-0.005660377358490566,-0.18421016564036752,1.0,0.5911721503099082,39,56.82576923076923,0.0,0.01,[0.2195122  0.3554007  0.06620209 0.31358885 0.04529617],25,-0.22828300992182807,0.5,57.04,0.0
2700,-0.18392857142857144,-0.20011011004330875,0.6,0.5419501164452328,55,56.82666666666667,0.0,0.01,[0.1122449  0.30102041 0.03316327 0.44897959 0.10459184],25,-0.217481130524716,0.56,54.48,0.0
2800,-0.0017241379310344827,-0.21499007550458216,1.0,0.49654289194631823,53,56.8775,0.0,0.01,[0.16158537 0.46646341 0.07621951 0.2652439  0.0304878 ],25,-0.19339496916231005,0.564,58.4,0.0
2900,-0.5964285714285714,-0.21875186710648858,0.0,0.4975122644619369,55,56.82206896551724,0.0,0.01,[0.07050093 0.16883117 0.02782931 0.72912801 0.00371058],25,-0.209836343244357,0.58,55.0,0.0
3000,-0.13636363636363635,-0.19749683956749098,0.6,0.5522137213318299,65,56.81466666666667,0.0,0.01,[0.09653465 0.61386139 0.10643564 0.17821782 0.0049505 ],25,-0.21867593137380006,0.5,57.04,0.0
3100,-0.125531914893617,-0.18119661287242805,0.5,0.5914234554880673,93,56.74516129032258,0.0,0.01,[0.10608696 0.44173913 0.07652174 0.37391304 0.00173913],25,-0.18449891081870426,0.6,51.28,0.0
3200,-0.01206896551724138,-0.1767133977003373,0.9,0.5997897412802282,57,56.6990625,0.0,0.01,[0.31761006 0.43710692 0.08805031 0.1509434  0.00628931],25,-0.14765207400654717,0.664,54.8,0.0
3300,-0.15161290322580645,-0.18480706989376666,0.6,0.5928108538217086,61,56.662424242424244,0.0,0.01,[0.14489311 0.77672209 0.03087886 0.04750594 0.        ],25,-0.18311274255101534,0.544,61.04,0.0
