episode,score,smoothed_score,completion,smoothed_completion,travel_time,average_travel_time,normalized_deadlocks,eps_start,"action_probs-[B, L, F, R, S]",n_eval_episodes,eval_score,eval_completion,eval_travel_time,eval_deadlocks
100,-0.37704918,-0.993770492,0.25,0.0025,60,60,0,0.99,[0.23333333 0.20952381 0.15714286 0.2047619  0.1952381 ],25,-0.434229284,0.05,55,0
200,-0.33203125,-0.739997951,0,0.088323282,63,55.79207921,0,0.362372018,[0.41350211 0.07172996 0.07172996 0.07594937 0.36708861],25,-0.498882759,0,52.68,0
300,-0.585,-0.57799425,0,0.083639258,49,56.39800995,0,0.132639878,[0.45604396 0.02747253 0.21428571 0.03296703 0.26923077],25,-0.499235494,0,55.6,0
400,-0.494047619,-0.554307922,0,0.082417239,83,57.00996678,0,0.048550485,[0.46703297 0.16483516 0.28021978 0.02747253 0.06043956],25,-0.384895082,0.24,59.6,0
500,-0.5,-0.469809056,0.25,0.149260589,51,56.45386534,0,0.017771048,[0.0273224  0.83060109 0.03825137 0.10382514 0.        ],25,-0.283885923,0.39,55.56,0
600,-0.370535714,-0.424634073,0.25,0.17480776,55,56.36526946,0,0.01,[0.1160221  0.15469613 0.06629834 0.03867403 0.62430939],25,-0.487512096,0.02,56,0
700,-1.025,-0.434952175,0,0.189693541,29,56.20798669,0,0.01,[0.04597701 0.67816092 0.14942529 0.10344828 0.02298851],25,-0.269263725,0.52,51,0
800,-0.245454545,-0.411532337,0.75,0.253687907,54,56.01854494,0,0.01,[0.0397351  0.29801325 0.17880795 0.47682119 0.00662252],25,-0.418959057,0.25,57.72,0
900,-0.506944444,-0.397999811,0.25,0.258230736,71,55.99250936,0,0.01,[0.01785714 0.07142857 0.69642857 0.13095238 0.08333333],25,-0.410493598,0.17,55.16,0
1000,-0.200819672,-0.369617668,0.5,0.303550869,60,55.89345172,0,0.01,[0.03726708 0.07453416 0.50310559 0.0310559  0.35403727],25,-0.36917843,0.25,58.6,0
1100,0,-0.351951836,1,0.315322374,38,55.91508492,0,0.01,[0.03252033 0.42276423 0.49593496 0.04878049 0.        ],25,-0.265315422,0.44,53.64,0
1200,-0.236607143,-0.358735814,0.5,0.324986477,55,55.96457766,0,0.01,[0.2        0.08275862 0.63448276 0.06206897 0.02068966],25,-0.40459803,0.33,56.24,0
1300,-0.472222222,-0.349821511,0,0.350988707,35,55.92756037,0,0.01,[0.44444444 0.4017094  0.02564103 0.         0.12820513],25,-0.368638683,0.28,55.8,0
1400,-0.618644068,-0.355573682,0,0.347840466,58,55.95618755,0,0.01,[0.12719298 0.1754386  0.66666667 0.03070175 0.        ],25,-0.417654114,0.28,55.56,0
1500,-0.103846154,-0.359223652,0.75,0.356235262,64,55.84796574,0,0.01,[0.06818182 0.01515152 0.85606061 0.0530303  0.00757576],25,-0.305146224,0.42,55.28,0
1600,-0.504807692,-0.331634306,0,0.401581918,51,55.73151233,0,0.01,[0.21192053 0.29801325 0.07284768 0.23178808 0.18543046],25,-0.208439994,0.58,50.8,0
1700,-0.144230769,-0.284899128,0.5,0.461525005,51,55.51780137,0,0.01,[0.17197452 0.41401274 0.36305732 0.05095541 0.        ],25,-0.212635241,0.51,53.92,0
1800,-0.603773585,-0.281386163,0,0.460807683,52,55.38447972,0,0.01,[0.12244898 0.09693878 0.02040816 0.75510204 0.00510204],25,-0.382327109,0.33,49.96,0
1900,-0.239583333,-0.289223855,0.25,0.456901476,47,55.31649084,0,0.01,[0.02721088 0.08163265 0.08163265 0.80952381 0.        ],25,-0.344449109,0.39,58.96,0
2000,0,-0.28838742,1,0.448070086,39,55.20305103,0,0.01,[0.10576923 0.56730769 0.19230769 0.13461538 0.        ],25,-0.32561819,0.44,49.36,0
2100,-0.324468085,-0.271099321,0.5,0.461370557,46,55.14542729,0,0.01,[0.54794521 0.12328767 0.19863014 0.13013699 0.        ],25,-0.261897199,0.51,51.8,0
2200,-0.319277108,-0.276985337,0.5,0.458446032,82,55.08138981,0,0.01,[0.07575758 0.12121212 0.26262626 0.54040404 0.        ],25,-0.274098297,0.43,56.36,0
2300,-0.456730769,-0.289919725,0.5,0.4568706,51,55.07223989,0,0.01,[0.03355705 0.32885906 0.20805369 0.4295302  0.        ],25,-0.289076011,0.5,56.16,0
2400,-0.223076923,-0.271204778,0.5,0.47790449,64,55.04172099,0,0.01,[0.07017544 0.73684211 0.15789474 0.03508772 0.        ],25,-0.143650912,0.73,50.56,0
2500,-0.043269231,-0.259509244,0.75,0.484463141,51,54.97042899,0,0.01,[0.03703704 0.03703704 0.00740741 0.91111111 0.00740741],25,-0.235200798,0.45,58.2,0
2600,-0.181818182,-0.216758848,0.75,0.54444893,54,54.94562175,0,0.01,[0.39007092 0.14893617 0.18439716 0.26950355 0.0070922 ],25,-0.171196301,0.58,55.08,0
2700,0,-0.189852821,1,0.591836313,38,54.80315263,0,0.01,[0.11111111 0.05555556 0.5462963  0.28703704 0.        ],25,-0.232144905,0.53,51.16,0
2800,0,-0.174717551,1,0.616984198,20,54.66012588,0,0.01,[0.16216216 0.05405405 0.25675676 0.52702703 0.        ],25,-0.20257834,0.6,49.28,0
2900,-0.225,-0.174035063,0.25,0.605379851,69,54.50910389,0,0.01,[0.04268293 0.0304878  0.91463415 0.00609756 0.00609756],25,-0.187317319,0.64,56.92,0
3000,-0.026315789,-0.151462449,0.75,0.653444244,56,54.33746984,0,0.01,[0.20863309 0.52517986 0.23021583 0.02877698 0.00719424],25,-0.229606918,0.55,53.08,0
3100,-0.336538462,-0.176769636,0.25,0.598660814,51,54.34088637,0,0.01,[0.00588235 0.11176471 0.72941176 0.14705882 0.00588235],25,-0.210966709,0.55,52.44,0
3200,-0.17,-0.205576689,0.5,0.548351933,49,54.32731377,0,0.01,[0.03773585 0.         0.80503145 0.1509434  0.00628931],25,-0.230209769,0.4,56.16,0
3300,-0.066037736,-0.19237328,0.75,0.573840447,52,54.36676039,0,0.01,[0.06451613 0.25806452 0.04032258 0.62903226 0.00806452],25,-0.166210147,0.55,51.04,0
3400,-0.456896552,-0.21418539,0,0.518819369,28,54.31778249,0,0.01,[0.03703704 0.23148148 0.72222222 0.00925926 0.        ],25,-0.178959104,0.61,54.64,0
3500,-0.140350877,-0.196865678,0.75,0.559060456,56,54.23669509,0,0.01,[0.08       0.17333333 0.51333333 0.23333333 0.        ],25,-0.154594327,0.61,52.88,0
3600,0,-0.173045538,1,0.604519672,31,54.17966295,0,0.01,[0.08333333 0.12037037 0.40740741 0.38888889 0.        ],25,-0.144579959,0.63,54.76,0
3700,-0.540909091,-0.173754027,0.25,0.604386568,54,54.16328798,0,0.01,[0.265625   0.15104167 0.49479167 0.08854167 0.        ],25,-0.259474703,0.48,48.76,0
3800,0,-0.163148827,1,0.631703448,30,54.08619292,0,0.01,[0.0733945  0.33944954 0.1559633  0.43119266 0.        ],25,-0.15738743,0.61,52.68,0
3900,0,-0.157671537,1,0.643767563,31,54.0023678,0,0.01,[0.11881188 0.59405941 0.14851485 0.13861386 0.        ],25,-0.152940431,0.69,50.76,0
4000,-0.217391304,-0.161137019,0.5,0.640578562,45,53.95719046,0,0.01,[0.04615385 0.26153846 0.03846154 0.65384615 0.        ],25,-0.157078038,0.6,54.64,0
