episode,score,smoothed_score,completion,smoothed_completion,travel_time,average_travel_time,normalized_deadlocks,eps_start,"action_probs-[B, L, F, R, S]",n_eval_episodes,eval_score,eval_completion,eval_travel_time,eval_deadlocks
100,-0.5506849315068493,-0.6912312178196991,0.0,0.05060868507666468,145,122.77,0.0,0.36603234127322926,[0.1865369  0.19626926 0.06731549 0.39983779 0.15004055],25,-0.37955393301212537,0.0,127.92,0.0
200,-0.4876712328767123,-0.567294744625934,0.0,0.0643362157978837,145,127.64,0.0,0.13397967485796175,[0.02803738 0.15732087 0.01557632 0.15654206 0.64252336],25,-0.5538928996338776,0.004,123.4,0.0
300,-0.4785714285714286,-0.527418160876079,0.1,0.051163272217406595,153,128.07666666666665,0.0,0.04904089407128576,[0.07883462 0.57583548 0.01199657 0.08054841 0.25278492],25,-0.38361407203961806,0.0,121.24,0.0
400,-0.5442477876106194,-0.5072823843287428,0.0,0.08451763010186608,112,127.385,0.0,0.017950553275045134,[0.07958115 0.30890052 0.00209424 0.03664921 0.57277487],25,-0.499051271718109,0.012000000000000002,118.52,0.0
500,-0.5201388888888889,-0.48584081459184525,0.0,0.07879178431187912,143,127.616,0.0,0.01,[0.18423237 0.01742739 0.08381743 0.46473029 0.24979253],25,-0.49236378496485356,0.08,136.64,0.0
600,-0.4606896551724138,-0.4604256426595551,0.2,0.11152797869258874,144,127.775,0.0,0.01,[0.04903846 0.37980769 0.10961538 0.30288462 0.15865385],25,-0.4127868187506317,0.252,141.28,0.0
700,-0.3507246376811594,-0.40244983835931825,0.3,0.18978353998105815,68,127.37142857142857,0.0,0.01,[0.71891892 0.02702703 0.05585586 0.19459459 0.0036036 ],25,-0.39533889104011566,0.11199999999999999,125.2,0.0
800,-0.47480916030534354,-0.3706779421432742,0.1,0.25251815967582747,130,127.9025,0.0,0.01,[0.52952756 0.03346457 0.02952756 0.25590551 0.1515748 ],25,-0.34211313715398217,0.316,122.64,0.0
900,-0.17333333333333334,-0.3180354188195028,0.4,0.3440973050858077,134,128.54444444444445,0.0,0.01,[0.84564498 0.00992282 0.09261301 0.05071665 0.00110254],25,-0.3501436519284697,0.22399999999999998,129.72,0.0
1000,-0.35,-0.32491463543544935,0.3,0.3269674675332788,95,127.865,0.0,0.01,[0.30940989 0.10207337 0.09569378 0.47527911 0.01754386],25,-0.28818486417896333,0.39599999999999996,141.68,0.0
